,Unnamed: 0,resource_state,name,distance,moving_time,elapsed_time,total_elevation_gain,type,sport_type,workout_type,id,start_date,start_date_local,timezone,utc_offset,location_city,location_state,location_country,achievement_count,kudos_count,comment_count,athlete_count,photo_count,trainer,commute,manual,private,visibility,flagged,gear_id,start_latlng,end_latlng,average_speed,max_speed,average_cadence,has_heartrate,average_heartrate,max_heartrate,heartrate_opt_out,display_hide_heartrate_option,elev_high,elev_low,upload_id,upload_id_str,external_id,from_accepted_tag,pr_count,total_photo_count,has_kudoed,athlete.id,athlete.resource_state,map.id,map.summary_polyline,map.resource_state,average_watts,kilojoules,device_watts,average_temp,day_of_year,year,pace_min,pace_min_sec
129,129,2,Lunch Run,10.5564,3708,4871,68.6,Run,Run,0.0,6496750402,2022-01-09 12:51:23+00:00,2022-01-09T12:51:23Z,(GMT+00:00) Europe/London,0.0,,,,9,0,0,1,0,False,False,False,False,everyone,False,,"[51.527784783393145, -0.11624065227806568]","[51.5278819296509, -0.11624576523900032]",2.847,11.03,,False,,,False,False,65.9,16.5,6907854217.0,6907854217.0,7094c393-1591-44f6-9c26-2f3f3e45c7ff-activity.fit,False,6,0,False,32760347,1,a6496750402,s_oyHpuUQLk@EWJHlAHZBj@v@lGAl@oAlA?b@c@Fq@l@i@RIJEZe@VORSGm@JgAhA?PYRGRc@XAP[TUl@@`@Sh@ARQ|@Cd@D`@A_@m@p@aEUML_@Go@PuAEYOa@FOC_@a@a@IuCC{AFc@GQUw@EoAR?hERzA\zAE~Bb@ZF@AGXjB`@x@B`BEZWl@w@dAq@p@WDe@`@SBa@l@u@^_A~ASp@QL{@tBEBCIBvCg@dBi@J}@f@GEgAhAgAl@uAb@sEf@g@ZaCh@[?{@e@gBS}BMq@TGNa@JeA`BUr@g@~@_CjFUv@a@t@ATP\xAnB~@fBxE|GFR`CfB|AnBEQKX]jEF^l@jAVrA[hAg@jDz@TM|@k@zAc@hETd@D\LxDNr@CnAHd@AXCS?HLfAHNDd@P`@GJLNLGQIf@KRc@A`@ESl@]RE@XDBGA@GA^\vBTnCPn@RzCd@pBJN^AHJB|@i@bBOv@IFBRxArBnB|BrB|Ah@TrANtAEHNBnCTbGuAdDm@~Aq@hCaA~B_CpJc@|@m@|ACb@Ff@HL\T^q@hBaFp@gACSa@@@Es@yAP[n@sBXg@VqA~@cCr@iCZi@Nu@l@yAIS@{@K_ACoAQmB?gAZGIc@A_AFs@q@GoB_@y@e@y@w@{@iAWQiAkBUOQi@SOGSBc@E_@aAkB_@oB]aA?{@Ie@BSK[e@sDCCELFKCMi@JICCYf@?i@gBIuAQ_Ak@iA[{C_@{A@_BLaAP_@LKJc@PMVgAxAqDCs@e@{AMiAH]AMADFC`@sAl@uDC{CMo@@y@Gk@BUNi@LFh@Mb@_BOs@fA}A`AaBzCwGfAcBT{@fC}Gz@oCHyAHWZa@\k@P{@FaAPm@nAqBj@Wr@{@x@g@L@PM~@mAt@i@N]Jw@ByAKy@GG[PYk@YwAQQa@O@c@LK@QKmBQ}@?qAQmB?i@@PBIHA`AHv@GDCIGLEjAKr@h@`A@SANK`AF`ALh@Ij@NzF\^Ov@Lf@I`@IXg@h@BHMG?OgA@UTk@?MQg@TsAtAu@n@UXOnBsAf@e@ZC^a@HWPOTi@d@QZBOg@?WLONGHUVFPCDMG_@@s@i@qB{@yE?ML]l@Y?X,2,,,,,9,2022,5.854268500625213,5:51
130,130,2,Lunch Run,6.5786999999999995,2096,2585,162.3,Run,Run,0.0,6418456743,2021-12-23 12:43:49+00:00,2021-12-23T12:43:49Z,(GMT+00:00) Europe/London,0.0,,,,4,4,0,1,0,False,False,False,False,everyone,False,,"[54.039347218349576, -0.7160210609436035]","[54.03926029801369, -0.7159339729696512]",3.139,5.446,,False,,,False,False,218.5,120.8,6823481335.0,6823481335.0,02afe207-5acd-40bc-a522-304af923e9f1-activity.fit,False,4,0,False,32760347,1,a6418456743,{pyhIdzjC}@Hb@g@@@HI@BBGJ?HDDGB@@BKXIl@SvB_ApFEBQAIDa@rBCb@E`B]xGIn@@C?CQh@EBI?WPOPKHq@Ri@XYBkAGG?BBY?GEGDYDmAj@a@L}AhAw@v@GNMDW`@m@h@QVCBS@[LWF{@d@_@ZYNSP[N[b@OZG`@@d@AnAUlEE`@]rHS|DEn@CLEFQDYAq@OwASk@CqAMO@cAMc@MM?DFD?OUQIWWI@e@TO?e@GWFEBPF?HOt@UXYDSEMIHCEICc@AMKKi@Kg@QUAY?a@Eu@W]S][aA{Ai@YGIGQm@uAACG??BEEYm@Oc@WgAa@[K@IBAAOYOSUO]u@c@e@{AkAoA{@e@Kw@E}@Wi@GSWM@YEEGGYRsFPoIJmCHqAReN@cGAmAFqC@uEFmEAc@DeDG}DD{AEaC@k@Ee@AsAQaBBEBBBODq@AkAEaAD{DAyABYBC@H\FDADEH@LLFRFHF@tAEvEF^Cv@Mn@CJKHUBcCN{CXiBHaAJYLUDGRK~A[xB}@d@WnAc@lBs@NIF@DHN~@V|@b@jAlA|DjA~DVhAh@|AHV@V?EDHHBFANMhAmALCNKFIJYNM\SHID?LGJKBGABTKPEBCTEd@STQ^QVUPS^IRIj@[LCf@[VI\Qf@_@l@WNKXIb@UJC@EA@F@r@]R@PA\N?G?BXHTTPd@~@tDlAhE\dAn@jAh@h@`@X~@dAb@j@LVv@dA\n@p@bAJRNn@LTJAHBPT|@|BT`AN~@J`@f@dAFBNl@LdA?v@Dn@Hh@CHIJMb@Ir@Kb@KjAOx@_@nAIp@K`CMrAStAGRE@SCE?BPEC,2,,,,,357,2021,5.310066325160492,5:18
131,131,2,Morning Run,8.2987,2737,3641,212.9,Run,Run,0.0,6401978727,2021-12-19 10:07:23+00:00,2021-12-19T10:07:23Z,(GMT+00:00) Europe/London,0.0,,,,0,3,0,1,0,False,False,False,False,everyone,False,,"[54.03935342095792, -0.7159178797155619]","[54.03924864716828, -0.7158583682030439]",3.032,5.108,,False,,,False,False,218.5,127.8,6805730826.0,6805730826.0,c98388ef-663c-4d58-b79e-9c01ae9b969e-activity.fit,False,0,0,False,32760347,1,a6401978727,}pyhInyjCC@BA@KLBB@DPMr@Iz@UjAIx@WzAKx@CHGBSFIDGHWdBYvEK|CI`AMd@IPc@`@?D@IYVGLc@ROBE?_@Bo@@eAEG@D@?CYCYDg@NuAt@wAfAw@bAULG?w@n@[^YJk@\qClBURc@r@G\Bp@Cp@w@bN@d@OzAUjEGLKBeC_@yDc@{@Eq@MF@?FS]CIIIOAQFGHa@EOE[DMJBJCTGXGHQRSFM?a@OHAGi@GSMIoCe@uAc@iAcAOWWWu@m@DA?BWk@c@i@u@_BWcAKW[QM?G@AA]k@QQEQ@A@HSg@SScBqAw@u@c@YkAMoAYc@Ig@[YEE?CDC?CEAc@LaA@eAHeBXuKPkEHcGNuU?aKByAHgBA}H?G@N@gACmBA]EKH_A?BAKHaDCeAA{@By@AmAEiA?S@GNCf@LRXF@AB?Mp@AlCFp@AhABXA`@Q^EZ?NEDEHW@[?qABw@ZyDRiANc@JSj@m@NG`@C?ATS`@Wr@UJCB@ALBLCbB@jCJ|DLxKV|N@vAFxCB@@t@GFLhBDdGRfIBzACx@?O?FBLPFJBtAF`@FPCl@?rALZAFCJSICGcE@MDMJEF@t@h@hAj@XRFN?N?IKAA@?C?LEf@ERGJ[fCMd@S|B[fBMf@IvAElCCn@W~BaB`Iy@tEMrC?t@XvFRvBBfDEvBI`AKVYl@Qx@?L@FFABV@K?BGp@Mb@Eb@@EDhAHTH@PCLML_@Ho@F?CDLGRCDCh@DXM\BXb@HJ@KFEDDF?PJTFrCLlAH~@LFBH?\HN@DADGBUVcGb@{GJaCT_D@gAFc@JORIZYf@WZWRIZ[n@a@n@[jAw@\_@L]AD?AFDJGLWZc@xAkA~@a@jAWv@CzALr@I`Am@f@k@LYF]Hq@Bk@?oADcBVqDb@oBFKXMDOz@aGJiAN{@CEEFDE,2,,,,,353,2021,5.496844887351834,5:29
132,132,2,Stop start run with Hortense,12.5135,5107,5268,44.1,Run,Run,0.0,5960624177,2021-09-14 17:34:43+00:00,2021-09-14T18:34:43Z,(GMT+00:00) Europe/London,3600.0,,,,0,4,0,1,0,False,False,False,False,everyone,False,,"[51.527925, -0.116315]","[51.527818, -0.116238]",2.45,13.1,,False,,,False,False,37.7,16.4,6336040721.0,6336040721.0,4116ca72-f188-45a3-8ce3-36b564921bc0-activity.fit,False,0,0,False,32760347,1,a5960624177,o`oyH~uUi@BGRNG?xAl@xEEXJxANPd@S_DhCUFD`@VEUv@DZeAVyCFeAhAKDGQCB[h@CTHXm@`@c@dAe@vCUX?LCC@\M_ACgAGMaAjA_@De@d@mAr@LH\IsE[cAb@u@K}C_B_Cd@IM@lAW|DDn@f@|BHbAITe@PW~@DLCb@RHZYLBNz@DbDm@j@wAd@m@|@k@b@ALGE_@`@oAh@e@j@EXa@|@h@HP\eBjBc@|@kAtDI`AaBxFKbAw@hAwAxA{@tA_BhE_BbDIp@INc@MOZU|@Gl@e@zA@hACv@MXPnAB|A_@pCDRUl@?TLd@h@u@oA~CF`@?|Be@bBM~A_@`BGIIt@SBD|A[?h@`DAr@Pv@\j@Vr@Jx@j@jBALSP?`@RHATn@dARl@LnAVjA?^`@nDj@tBEv@r@ZThAhEpFhBpAbCLFLGJLGj@PKhAlAdJZ|Fz@rF`@lBJ|@Dr@L^LHDn@HFAl@JR\nEc@}@@ItEsB`Bl@hGnAhFjBxHxC|Dl@R\H`APt@pACvAm@n@If@[v@kA~@kDnAiBvA]|Ay@L[VK\e@fAm@L_@CIF[dAm@Zo@e@g@Yq@eAbAc@Fe@M_Bu@s@oAs@kCWcBF[z@{@Xq@`@cCByEa@kC_A}BaBgBqBu@w@RUcA[mCAsBOsBQw@y@OoBkEeBcBoBeD]?yC|@_H~BsBfAo@XoBP{@t@s@bAa@PeAO[i@Ii@wAvBmAlCWx@{@bFi@Wg@u@I{@Nu@r@gBZ}ACoAOBGMNUC_@zAwDAc@s@kAc@GYe@KN[?k@v@?KH@v@w@YeA{AqCiEwGo@uBa@uBa@y@g@W@Ua@qAuAyBQc@?a@CXKMwB}G}AwA?JJ@HTVe@Dg@\qAHu@IiADu@Uw@I{@Dq@|@gARk@TQTaBb@eAnBqCl@{AjB}BnAkCjBeELc@D_DLi@nAw@La@HiAd@i@CoBBu@x@gBRSt@[v@aAjCmA~@wBB_@MmBJe@B_@E_@FUKoBw@mEq@{@Qe@CoBr@Y\@d@^TMdGYzIh@hACVOTFp@SRZVDp@eGZeAd@s@p@c@rBe@tCyBp@[p@y@jA}@FW?i@u@wFe@gEDa@`@GXL,2,,,,,257,2021,6.801987187171187,6:48
134,134,2,Run with Hortense,6.5286,2055,2261,40.5,Run,Run,0.0,5722262843,2021-08-01 15:24:06+00:00,2021-08-01T16:24:06Z,(GMT+00:00) Europe/London,3600.0,,,,1,4,0,1,0,False,False,False,False,everyone,False,,"[51.527756, -0.116315]","[51.524301, -0.122408]",3.177,9.1,,False,,,False,False,24.3,4.0,6086608271.0,6086608271.0,ea5c4d13-6368-4d8f-b8c9-5d274a7d8b91-activity.fit,False,0,0,False,32760347,1,a5722262843,m_oyH~uU?DDHHKLCb@LLCLULe@d@k@J_@l@aBHONSj@c@`@Ul@g@ZOTGHEh@e@ZIFGZMn@c@HAJHHA~@cBDCHYTMRQjAiAXm@XuADqAAg@P}@D_ABWL[Bg@Dc@Tw@@a@Aa@RaA@g@Li@DGHAT?REl@g@bBeAHQt@kAd@g@t@i@b@Kl@[l@i@JEROP_@DE`@AZETINSRg@Ba@OSEBYkAK_@IIKi@IMIo@Ag@Q{@?uAHS?YCSWw@LYCODUA[Lg@EK@KJQZ}@^g@?IN{@@UDIB^\[RMx@y@BBLGVSLQPm@RSX}@FMj@mBCo@Li@Ra@L_@^a@BKZOBCHAlA^b@]PEPL`@?`@DPOR?PGd@CLJ^?b@LXXJD`@C\LJ@l@[f@ERONCHFXHHNLJB`@JPDP?H`@fBV\\JHCJGJU@IEe@Dc@Ki@P}A`@a@LFAEFHD?d@UNCLGl@@LAXBh@^J@LEHG\DbAE`@H|@BLBn@Cx@Kb@@tCVv@BRCR?f@N\Br@A\GFFE@QEEDEVEzA?nAIdAAf@OlB?JN^@b@JBBHBnBO\UdAAVHTCABr@[r@RtBV`BMHWZE@oAKg@B_@AECi@Bi@Em@Be@CaABWG[AC@EHCVY^IN]CQByAEMEODGb@Mf@EFC@]CE@WVKjCGL?R?BF@DFAPREWBGJWx@EDAAGHw@EKFc@f@GNe@`@Wn@c@f@SHc@?C@AFOB@b@InAEPU\ENA`@DTBj@Hd@@n@@FJLBNJ|APv@FfAFJe@f@U`@a@ZUBSJMBkAJQAQDWPe@PUVMAI@MFWVODSNWDKDAJQ?]G[CMDc@\MNIr@IVST}@n@_@Z]r@GDMCa@HIJ@HEBCEGCATSZKZUV_@TE?KMLBIIDFR@@Az@VFXOn@Iv@MPo@NQJK@YE_@MGQAOIOE?YHOLaATQL]JQPWBEBQRAL@GCAM@{@n@LXJd@?\ELY\]x@OR]ROEKBQX[PMLk@Pw@Fk@Vg@LOEI@ORE@IA[`@WLO@QRC??MUh@SXe@RCDAHFNNPLVBVAb@Qp@ARHbAh@|@N^DZS\cBzBQL]DAFLj@Jt@@h@IV_@l@GDEb@,2,,,,,213,2021,5.246147719265998,5:14
135,135,2,Lunch Run,5.3406,1769,1891,28.0,Run,Run,0.0,5684032928,2021-07-25 10:45:41+00:00,2021-07-25T11:45:41Z,(GMT+00:00) Europe/London,3600.0,,,,3,4,0,1,0,False,False,False,False,everyone,False,,"[51.527751, -0.116323]","[51.527591, -0.116273]",3.019,11.6,,False,,,False,False,19.1,6.8,6046388635.0,6046388635.0,5d02b1d6-8ac4-4a22-9195-fff68c80f59c-activity.fit,False,1,0,False,32760347,1,a5684032928,m_oyH`vUDCE?DGBC@BLE^WHId@MZSf@{@V}@Fe@FIb@]d@g@JIt@[\U~@c@p@g@JA\]JCHId@PNSTQJ_@Ra@RSFSXWb@WNSZQHQFOFo@Jm@FULUDUBW?{@Ci@Bg@F]Ng@F]Ds@CW@IFIAKFMHm@P{@Cg@@u@Jo@@[C]EMSYh@q@VSv@y@NSb@G@A?GTMr@MRa@RSXe@jA{@VWRIt@QVSVMFIpAo@NAPBVCRONEN?d@]|@Ul@IF@d@PFFD@l@@XDJAFCJKJGPW`@QLQTi@\GNMH?LH`A\PABGBPPQTMb@A`@Mz@@@D^Wt@S`@SlA]^GZA\BHDDDDBT?DDFCH@@FpAc@^EVKn@K|BJd@FPF|@FZNT@VFj@Xd@?\CxBPp@Bl@CV@\FzAFb@J\GR@VI@EEHCICJIEEBELI@QESOSC@T[WE?IFUGSBg@?ELUKK?[FMCEE?IMCK?UFa@BMAKBQGG@GK[NM@IAYJg@VO?y@Ki@c@QAaAm@MCiAG]LUDW@a@GEHEAoAa@QGECIf@IRUVCAYFEXw@WOAKBW@_@LCPAXUKK?GAUYYSS?ODALBFC@?NCFE@QOWk@a@WKQUII?mB~Ae@FSNMNGB@NELWSM@OUc@KEDCASJMDCDBEAMIH?FITa@f@CDI@]Nk@LaAFyA@G@IPJ`AGj@Cf@ENc@La@CMIQB_@`@OJcAhA]RIHCC?JCDe@?KB[JOJ_@^_@f@a@^K^CRKXCBM?ILK?SPUBOLGFGPAJKRWHWNOTJd@@Li@nAi@rCMnAIrAMx@CJ@n@K`ACJe@n@CLKKMT?ADDOnBIACJK?GNSVg@X@HEDAHCDQAWDIDa@DgAXyAv@K@@Dm@NSLe@b@_@TYTCFQb@Ib@q@bBWVu@f@_@TK@?D,2,,,,,206,2021,5.520603178169743,5:31
137,137,2,Lunch Run,6.5287,1903,1903,54.4,Run,Run,0.0,5462600622,2021-06-13 11:30:32+00:00,2021-06-13T12:30:32Z,(GMT+00:00) Europe/London,3600.0,,,,13,6,0,1,0,False,False,False,False,everyone,False,,"[51.527579, -0.116269]","[51.527389, -0.116295]",3.431,20.8,,False,,,False,False,21.8,4.1,5815487162.0,5815487162.0,e4ac0a29-5b7e-46b9-88f8-6d471c0d6c51-activity.fit,False,3,1,False,32760347,1,a5462600622,i~nyHtuU?NH@BDPI@C@OBETMh@s@VQL[Lg@b@G\[NCP?RITWNWx@uBXc@ZYJOHEZ?FMNIf@KVBf@i@x@]TQV]Di@PYJa@Ti@LJDCB[JYBYvAaI@GCKIK@MN_@Xg@BK?qAF_@HWMo@@IZiABED@h@f@ABDDBK?SDWHKNCHGb@CPCLGLKTi@TWFWJUJGPCb@WDBFEFMd@Qn@q@`@GN?FMNIP_@h@w@VIPCVM`@GR?P_@@UFINIX?@VMPNCXMFILBRY\AHGNg@Bk@DIHUQiAI_AJd@BVDDB@JMNIl@u@HG\gAAQPJANBRNLDLZTFJJQLDRMVCHDNGDi@GUNDb@ZnAb@HFL?x@FFAj@WL@LAv@a@f@ONFPQHCl@BRFp@SPD^?fE_@pCGz@MXVJN?`@BRBJJLN@p@PjBP~ACh@@lAJfBFxBDFB?D?I?@GEKF?I@YHW@A@FB?FMBQOUc@qDC]Be@Gg@?W@a@Ni@JsAZ}@RoAc@mAKo@Ca@AmA@_AR_CLCZ_@BI@?BDCIG@_AU_AG}EBkAY}@GQHM^[EWMI?y@N_@AGBMGYAME_@@gAIy@s@MCEB?BFb@?NBPCVUTC`@w@t@MNUf@Ix@A?ADoBiBe@y@COMOCG?e@YSUL_@`@OBKHO`@o@h@c@H@BA@DBOPE?EDDVCGKISGm@Yg@ESUMEQAMC_@W}Aw@OGu@GDAKERHGCI@CJQV]n@Dn@Jn@HT@VJb@@N?JGDAJENYTuAt@g@`@i@d@_D|CEQGG[EOGSDSLS`@GB@LQTWz@GlAIj@?d@LdCEb@IZ@FGTAd@BLCfAONIVWZOHo@Q_@Tg@@g@JIPUnBEFYZGP?HFVELDCBFCYKg@EDc@?T?KR]LILo@fCQV]Js@d@a@`@cAlASLMN]z@QTUr@CDMBGHSHc@ZMNg@z@K^C\IPG\a@d@MDVL?FMBQICEMFWv@YlA_@lAWJMNOHIJsApDGj@Q|@?VUXKDGJ@LTNBp@[tBWtBU`@aA`COPBFe@j@,2,,,,,164,2021,4.858037077315035,4:51
138,138,2,Lunch Run,7.0034,1838,2067,39.7,Run,Run,0.0,4359928441,2020-11-19 12:49:27+00:00,2020-11-19T12:49:27Z,(GMT+00:00) Europe/London,0.0,,,,11,3,0,1,0,False,False,False,False,everyone,False,,"[51.527757, -0.116268]","[51.527593, -0.116306]",3.81,11.8,,False,,,False,False,21.8,4.1,4660188344.0,4660188344.0,2177bae1-65d9-4cff-8c68-35ef675b9fa9-activity.fit,False,6,0,False,32760347,1,a4359928441,m_oyHtuUADBENAHQPSZGPKp@q@Pe@Xi@Ps@JSBGl@g@vAw@B@FCFBNEDEJ]LOJCJFLG\Ct@MPF\MHILa@DEn@Yd@OfAi@|@o@PSVm@P{@`@cANmABg@TiANkB@a@FUPQFUAsAFsA?m@Eu@Mk@Ce@Vm@l@k@NMF?DECUDITm@T_@Bi@Fg@^w@NMFAFEZ@RAh@QbAk@hB{@\e@\ELKb@Gb@Q|@ATIXSRARGPKj@MBHCf@GFHJDBPGTCL@\ARFHAH@FCD@^OH{@BGDEhBKBEP?HHVFL@^Sl@IrB}@h@KjA[jAWHE\Kn@DF@?F?CBDF??@RMr@?JEd@Ed@OR@r@OH?DDzBIJ@DHVNp@Z\VVZRb@FHJBZEf@O`@YFANBr@EX@ZAl@J~@@zA?fALh@E^FBM?GEABI?QJUX]Es@Lc@CKQG[LSKHgAG{AAwD?QHONoAFOT{@C]Kc@Em@BgDFu@EsB@EDELCVD?B]Oo@IQ?_AIuB?UGk@E}B?a@D_BD[Io@?m@ME?GJM?BA]@EA?CAFC?QIe@RW?m@Gk@Kq@JQCGLMj@Ed@Ib@Ct@M\[d@ENIp@C|AIPi@LAF@HGDu@C]Ic@EYHI?[EWSGRMJUECDCAIQCQQe@K]?}BMe@?m@Mw@Y]OAYMSA]K]CY?GAAEKH@RGTIHQDICc@_@I@SI]a@GDENUvAh@N_@e@IEOTBMKSc@c@SIy@CUD_@MEL}@_@SGkACMBY`@\lAEDGAIFCNE?EIa@kAm@u@HiA@WCOe@_BMQWOi@Q]DSHM`@MFUYUAMKGBIEICY@eALiA\UNG@GJIBICBPANCBeAv@k@j@Kh@Ep@RbC@h@Cp@D`@h@`CZlBNpABn@NJF@A@BC?BMBL@@FGN?J?XC~@Bh@Ir@TbC?pDI|@?n@@Vh@fBFd@Qh@ANA^CPQVGTBXRh@?JEFOJsArAQVGVEHKHQFOJEP@LCJIZ_CtDm@hA_@^[d@WLYVUZCNCDKFADG@?`@EIg@tAOn@k@pAy@lAMhAi@hAAXE@AAAJe@fAe@v@Y^MZ^|AHt@e@fAc@fBMV]j@UPg@VOR,2,,,,,324,2020,4.374065929881676,4:22
139,139,2,Lunch Run,6.5435,1976,1976,36.0,Run,Run,0.0,4331415896,2020-11-13 12:54:24+00:00,2020-11-13T12:54:24Z,(GMT+00:00) Europe/London,0.0,,,,5,0,0,1,0,False,False,False,False,everyone,False,,"[51.527478, -0.116173]","[51.527729, -0.116328]",3.311,11.4,,False,,,False,False,25.7,4.4,4630169529.0,4630169529.0,f4d7ecf9-c39c-41ef-975a-efd0397500f6-activity.fit,False,2,0,False,32760347,1,a4331415896,u}nyHbuUGBNY^Oj@MJGLo@b@u@d@gAHKr@m@LMHQ`@e@JIh@SVU~Ai@ZQ^IRKLOLg@\Wh@i@r@g@\_@Re@D_@RaAFs@^kBCk@@[JmBCG?_@F]Vm@DG@DFKbAc@r@Ix@A`@EFORm@CC@o@FIRMz@E|AFRCBEFIBKGICcADc@Jk@@YEq@?GP_@l@e@FK@IGk@@ED@`@[CUDEx@m@`Am@jA{@\Qj@SLAL@ZRDDDJRy@GFAJLVFBTIh@_@XEF^JFX?`@G`A@t@EjA]JEhBsB~@w@p@]~AWd@O\@h@LDHJb@BDA@?DZHr@Il@W`@Kb@Sj@Mn@IhAKF@PRBHJH`APV?PFPNb@t@L@NCdAk@\GX@`BTz@MfAC`@?|@GN@p@PT@NC^OBM[\Ol@KbCObCE|AD~CHl@DKF@@DDtCFhBRzAZ~AFl@BnBCb@Mz@A\B~@Dh@RlABj@CdBBj@J~@Jr@`@lAp@jCP\rAjADEL?KBADGAGB@DHJIIi@ZWJq@l@]b@w@p@e@VsA|@yAlBa@^u@b@i@h@q@Zc@ZsArAyAfAGHENu@lAOBEKOICFKCa@L]?a@WYa@e@QaCyABK?IG_@|@ODEYWIQKi@KSOIY?i@NYN]\kArAe@VgAx@_@vAIDWLiBl@e@Le@Tg@ZWHQ?SIS@y@ViBdBQ?FC@[SLc@p@QR_@X[Nm@DOCUOw@w@[UYa@SIOBKLCAc@e@GMEy@Ma@[_@g@y@IHWOSg@C]Bq@Cw@?y@O?QFwBtAw@VWNMB{@@WBe@LOLM?OBe@\}@d@a@DSHKNKTOCMUKy@A{@Gm@WkASm@Mo@Sq@Gi@Em@WiAo@mAO?KDMHUTG@IAOOY{@q@wAo@gAKg@Ks@GQOOYFwAfAeAb@SL@\CLIXUh@kAv@_@LUXQ^IC,2,,,,,318,2020,5.032984386541351,5:01
140,140,2,Lunch Run,6.0459,1690,1772,37.7,Run,Run,0.0,4322086181,2020-11-11 12:26:07+00:00,2020-11-11T12:26:07Z,(GMT+00:00) Europe/London,0.0,,,,5,1,0,1,0,False,False,False,False,everyone,False,,"[51.5277, -0.116255]","[51.527652, -0.116125]",3.577,11.8,,False,,,False,False,19.1,4.0,4620201813.0,4620201813.0,f4d7ecf9-c39c-41ef-975a-efd0397500f6-activity.fit,False,1,0,False,32760347,1,a4322086181,c_oyHruUBCVDLCp@]PSv@cBh@cAl@}@^c@|@u@\_@lAYRId@[zAKr@Oj@E^KlAs@RwA\o@h@wG`@}A`@aHFgBTu@^u@j@w@Zk@rCyB|@i@X[p@UhEkCpAyAz@s@XQZOv@InA_@`@Cb@@d@OfFk@lBInDg@jCRZ@ONAFj@Up@CpAa@rBMl@?j@DNJXHXA`@HLFTf@LDfA[n@WXAfAAdBNVApAH`BEd@B`@AZFOAMED]CuAWwCH{ADsBHcADqALoBAeAQgA?_ATkCBgB@DNEVD@@K@o@OoASi@B_AIeABy@C{@MsA?k@G{@C]Gq@Cg@IO@?BIDK?_Be@Y@i@CQ@c@b@GJ?LGZCb@g@nCGTk@|@IREVErAAWMBs@BWJg@\WF_@A}@B]LWRIEGI]i@GEKCIBWN]^o@tB]l@CDIEE@YPSAi@i@}@a@{@{@SMWEWAK?QHILMXSp@IREB]L?H@BCd@D~@JlAVdAVr@Lv@Bb@CPCn@FZPf@@VL`@ANELWTw@f@k@TIVMLOHg@JYBi@CUDILAJu@`@UTYb@}@bBk@|@_@?mAv@c@l@u@p@i@`@IACHALSb@YIU?{@~@EJ?DB@cBnDS`Aq@|BGAMZGRI|@KdBId@g@hAc@`BYv@}@jAa@dAg@l@i@b@u@XgAf@g@Zo@NGHMXG?GAM?KDc@@IHCNS`@AJBJ?LWd@_At@c@Tm@LJh@ETML,2,,,,,316,2020,4.658804589336024,4:39
141,141,2,The end of H's half,3.073,1014,1062,17.8,Run,Run,0.0,4144400486,2020-10-03 09:43:12+00:00,2020-10-03T10:43:12Z,(GMT+00:00) Europe/London,3600.0,,,,0,0,0,2,0,False,False,False,True,only_me,False,,"[51.527098, -0.116017]","[51.526826, -0.120556]",3.031,18.7,,False,,,False,False,25.8,13.8,4434436725.0,4434436725.0,90c89314-ea0c-47e2-a96a-6dcc94fa52e6-activity.fit,False,0,0,False,32760347,1,a4144400486,i{nyHbtUMmCJrBDFRB@@B[HSD[n@aBBUFE@UHE@OJ@BE@IJBCIR?FSZF@UZ?LOBABINCBCFMNDNKL?VI`CeALQDMbAk@tAwA^m@Ja@LG?DIZLLb@z@Lj@HDDPFBP\F@FHPl@BGHDj@t@TFDHBCLf@R^@HFLD\BCAl@TxAGh@@j@LpAJTDLHvAAPEFSFOLGJAH@PBDD\PR@HKpBDn@EXE@UNKBKEE@OLGCE@UVMd@YDADIDG??NMECNo@?IBIDILa@~AGj@ELALBZLdAn@fCHp@BFNDBDJ^JhA?\R`AJnA?\Hl@PvBNJB?DVB@HLRRHNFDLTDE@@BSFDHOL?FOVENRHBBLNLDTPTFTJNAh@@VFF`@T`@vABb@AZOz@IJGDYHKFMP_@TKLM@SCO?]HM@KIAQOOEQG}@Ea@EKE]As@CQGIS@CBKYQIGI]e@Qa@Ek@Y}AA[O_Ag@sCOk@Ca@EQEMA[CIEAo@PK?y@^g@LSJi@b@w@RYNM@UIg@oBQc@CSFWG_@CaAGc@O_@]g@KUUoAKMO@SMW[MYG@SRGBAB,2,,,,,277,2020,5.499511877643996,5:29
